procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
Sell,FIRST CENTRAL,ذا فرست سنترال,919500,Hospitality ,1,11,101.0,52.13,بيع,2021-10-25,فيرست سنترال,The First Central,ضيافة,443,3,Dubai Internet City,1,17638.6,مبايعات,Mall of the Emirates,0.0,مدينة دبي للإنترنت,1.0,1.0,Sales,مول الإمارات,1-11-2021-18889,غرفة,,Unit,Barsha Heights,Burj Al Arab,1 B/R,Al Thanyah First,وحدة,1,2026-03-26 10:08:27,برج العرب,الثنيه الأولى,Existing Properties,Hotel Apartment,1591.0,,العقارات القائمة,شقة فندقية,مرتفعات برشا
Delayed Mortgage,Park Point,B بارك بوينت مبنى,1639662,Residential,1,190,60.0,192.41,رهن بيع مبدئى,2021-10-27,بارك بوينت,Park Point Building B,سكني,482,3,First Abu Dhabi Bank Metro Station,1,8521.71,رهون,Mall of the Emirates,0.0,محطة مترو بنك أبوظبي الأول,1.0,1.0,Mortgages,مول الإمارات,2-190-2021-1864,ثلاث غرف,,Unit,Dubai Hills Estate,Burj Al Arab,3 B/R,Hadaeq Sheikh Mohammed Bin Rashid,وحدة,2,2026-03-26 10:08:27,برج العرب,حدائق الشيخ محمد بن راشد,Existing Properties,Flat,1812.0,,العقارات القائمة,شقه سكنيه, دبي هيلز استيت 
Modify Mortgage,,,210000000,Commercial,1,14,,4178.41,تعديل رهن,2021-12-13,,,تجاري,368,2,Sharaf Dg Metro Station,0,50258.35,رهون,Mall of the Emirates,0.0,محطة مترو شرف دي جي,1.0,1.0,Mortgages,مول الإمارات,2-14-2021-1172,,,Building,,Burj Al Arab,,Al Barsha First,مبنى,2,2026-03-26 10:08:27,برج العرب,البرشاء الاولى,Existing Properties,,,,العقارات القائمة,,
Delayed Sell,,قمر 6,1102290,Residential,1,41,60.0,83.83,بيع مبدئى,2022-01-20,,Qamar 6,سكني,312,3,Rashidiya Metro Station,1,13149.11,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Sales,سيتي سنتر مردف,1-41-2022-1155,غرفة,,Unit,Madinat Badr,Dubai International Airport,1 B/R,Muhaisanah First,وحدة,1,2026-03-26 10:08:27,مطار دبي الدولي,محيصنه الاولى,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,مدينة بدر
Delayed Sell,Arabian Ranches lll - Elie Saab ll,,5041888,Residential,1,41,,456.94,بيع مبدئى,2022-02-07,المرابع العربية ااا - ايلي صعب اا,,سكني,467,1,,0,11034.03,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2022-1992,,,Land,Arabian Ranches 3,,,Wadi Al Safa 5,أرض,1,2026-03-26 10:08:27,,وادي الصفا 5,Existing Properties,,2346.0,,العقارات القائمة,,المرابع العربية 3
Sell,,CLEOPATRA,1050000,Residential,1,11,60.0,171.86,بيع,2022-02-16,,CLEOPATRA TOWER,سكني,465,3,,1,6109.62,مبايعات,,0.0,,1.0,1.0,Sales,,1-11-2022-2859,ثلاث غرف,,Unit,Living Legends,,3 B/R,Wadi Al Safa 3,وحدة,1,2026-03-26 10:08:27,,وادي الصفا 3,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,مجمع الأساطير الحية السكني
Sell,DAMAC HILLS - SILVER SPRINGS,,2800000,Residential,1,11,,324.0,بيع,2022-02-21,داماك هيلز - نوابض فضية,,سكني,523,4,,0,8641.98,مبايعات,,0.0,,2.0,1.0,Sales,,1-11-2022-3175,,,Villa,DAMAC HILLS,Motor City,,Al Hebiah Third,فيلا,1,2026-03-26 10:08:27,موتور سيتي,الحبية الثالثة,Existing Properties,,1354.0,,العقارات القائمة,,داماك هيليز
Delayed Sell,SUNRISE BAY,سنرايز بي طووير2,3850000,Residential,1,41,60.0,114.36,بيع مبدئى,2022-02-23,سنرايز بي,SUNRISE BAY Tower 2,سكني,330,3,,1,33665.62,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2022-3093,غرفتين,,Unit,Dubai Harbour,,2 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,,مرسى دبي,Existing Properties,Flat,2025.0,,العقارات القائمة,شقه سكنيه,دبي هاربر
Delayed Sell,Remraam - Al Ramth,الرمثا 13,702000,Residential,1,41,60.0,54.09,بيع مبدئى,2022-03-09,رمرام - الرمث,AL RAMTH 13,سكني,451,3,,1,12978.37,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2022-3999,غرفة,,Unit,Remraam,Motor City,1 B/R,Al Hebiah Fifth,وحدة,1,2026-03-26 10:08:27,موتور سيتي,الحبيه الخامسة,Existing Properties,Flat,1924.0,,العقارات القائمة,شقه سكنيه,رمرام
Delayed Sell,DAMAC LAGOONS - COSTA BRAVA (1),,1709000,Residential,1,41,,143.96,بيع مبدئى,2022-03-16,داماك لاجونز - كوستا برافا 1 ,,سكني,451,1,,0,11871.35,مبايعات,,0.0,,2.0,1.0,Sales,,1-41-2022-4494,,,Land,DAMAC Lagoons,,,Al Hebiah Fifth,أرض,1,2026-03-26 10:08:27,,الحبيه الخامسة,Existing Properties,,2329.0,,العقارات القائمة,,داماك لاغون
Modify Mortgage,ARABIAN RANCHES- AZALEA COMMUNITY,,2120500,Other,1,14,,497.13,تعديل رهن,2022-03-25,المرابع العربية -  الأزالية كوميونتي,,مليون,463,4,,0,4265.48,رهون,,0.0,,1.0,2.0,Mortgages,,2-14-2022-326,,,Villa,Arabian Ranches II,Motor City,,Wadi Al Safa 7,فيلا,2,2026-03-26 10:08:27,موتور سيتي,وادي الصفا 7,Existing Properties,,1629.0,,العقارات القائمة,,المرابع العربية - 2
Sell,5242,52|42 تاور 1,2280000,Residential,1,11,60.0,105.7,بيع,2022-04-22,5242,52|42 Tower 1,سكني,330,3,Jumeirah Beach Residency,1,21570.48,مبايعات,Marina Mall,0.0,مساكن شاطئ جميرا,1.0,1.0,Sales,مارينا مول,1-11-2022-8695,غرفتين,,Unit,Dubai Marina,Burj Al Arab,2 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Flat,1747.0,,العقارات القائمة,شقه سكنيه,دبي مارينا
Sell,SUNRISE BAY,سنرايز بي طووير1,5800000,Residential,1,11,60.0,177.49,بيع,2022-05-31,سنرايز بي,SUNRISE BAY Tower 1,سكني,330,3,,1,32677.9,مبايعات,,0.0,,2.0,1.0,Sales,,1-11-2022-11890,ثلاث غرف,,Unit,Dubai Harbour,,3 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,,مرسى دبي,Existing Properties,Flat,2025.0,,العقارات القائمة,شقه سكنيه,دبي هاربر
Sell - Pre registration,"The St. Regis Residences, Downtown Dubai",ذا سانت ريجيز ريزيدنسز - تاور 1,3987888,Residential,0,102,60.0,117.93,بيع - تسجيل مبدئى,2022-06-20,ذا سانت ريجيز ريزيدنسز، داون تاون دبي,The St. Regis Residences - Tower 1,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,33815.72,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,2.0,1.0,Sales,مول دبي,1-102-2022-16361,غرفتين,,Unit,DownTown Dubai,Burj Khalifa,2 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,برج خليفة,برج خليفة,Off-Plan Properties,Flat,1816.0,,على الخارطة,شقه سكنيه,داون تاون دبي
Sell,,لى ريفيرا تاور,900000,Residential,1,11,60.0,91.23,بيع,2022-06-30,,LA RIVIERA TOWER,سكني,330,3,Jumeirah Lakes Towers,1,9865.18,مبايعات,Marina Mall,0.0,أبراج بحيرات جميرا,1.0,1.0,Sales,مارينا مول,1-11-2022-15218,غرفتين,,Unit,Dubai Marina,Burj Al Arab,2 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,دبي مارينا
Sell,THE ATRIA,ATRIA RA,950000,Residential,1,11,60.0,83.02,بيع,2022-07-07,ذا أتريا,ATRIA RA,سكني,526,3,Business Bay Metro Station,1,11443.03,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-11-2022-16281,غرفة,,Unit,Business Bay,Downtown Dubai,1 B/R,Business Bay,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,الخليج التجارى,Existing Properties,Flat,1483.0,,العقارات القائمة,شقه سكنيه,الخليج التجاري
Sell,,دي 06,315000,Residential,1,11,60.0,67.0,بيع,2022-07-20,,D06,سكني,343,3,Rashidiya Metro Station,0,4701.49,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Sales,سيتي سنتر مردف,1-11-2022-16976,غرفة,,Unit,International City Phase 1,,1 B/R,Al Warsan First,وحدة,1,2026-03-26 10:08:27,,ورسان الاولى,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,المدينة العالمية - المرحلة الاولى
Mortgage Registration,,شمس 2,1314400,Residential,1,13,60.0,122.95,تسجيل رهن,2022-07-28,,Shams 2,سكني,330,3,Jumeirah Beach Residency,1,10690.52,رهون,Marina Mall,0.0,مساكن شاطئ جميرا,1.0,1.0,Mortgages,مارينا مول,2-13-2022-11307,غرفتين,,Unit,Jumeriah Beach Residence  - JBR,Burj Al Arab,2 B/R,Marsa Dubai,وحدة,2,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,جميرا بيتش ريزيدنس  - الجيه بي آر 
Sell,OIA Residence,أويا ريزدنس,1350000,Residential,1,11,60.0,178.3,بيع,2022-08-01,اويا ريزيدنس,Oia Residence,سكني,444,3,Dubai Internet City,1,7571.51,مبايعات,Mall of the Emirates,0.0,مدينة دبي للإنترنت,2.0,1.0,Sales,مول الإمارات,1-11-2022-18090,غرفتين,,Unit,Motor City,Motor City,2 B/R,Al Hebiah First,وحدة,1,2026-03-26 10:08:27,موتور سيتي,الحبيه الاولى,Existing Properties,Flat,1779.0,,العقارات القائمة,شقه سكنيه,موتور ستي
Sell,GOLD CREST VIEWS2,جولد كرست فيوز-2,355000,Residential,1,11,60.0,34.48,بيع,2022-08-02, جولد كريست فيو 2,GOLDCREST VIEWS 2,سكني,350,3,Jumeirah Lakes Towers,1,10295.82,مبايعات,Marina Mall,0.0,أبراج بحيرات جميرا,1.0,1.0,Sales,مارينا مول,1-11-2022-18307,استوديو,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,Studio,Al Thanyah Fifth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الخامسة,Existing Properties,Flat,150.0,,العقارات القائمة,شقه سكنيه, ابراج بحيرات الجميرا
Sell - Pre registration,Seagate,سي جيت مبنى 4,3482888,Residential,0,102,60.0,142.7,بيع - تسجيل مبدئى,2022-08-18,سي جيت,Seagate Building 4,سكني,333,3,Al Ghubaiba Metro Station,1,24407.06,مبايعات,Dubai Mall,0.0,محطة مترو الغبيبة,1.0,1.0,Sales,مول دبي,1-102-2022-23381,ثلاث غرف,,Unit,Mina Rashid,Burj Khalifa,3 B/R,Madinat Dubai Almelaheyah,وحدة,1,2026-03-26 10:08:27,برج خليفة,مدينة دبي الملاحية,Off-Plan Properties,Flat,2163.0,,على الخارطة,شقه سكنيه,ميناء راشد
Sell,DREAMZ,,2750000,Residential,1,11,4.0,225.59,بيع,2022-09-29,دريمز,,سكني,445,4,Ibn Battuta Metro Station,0,12190.26,مبايعات,Ibn-e-Battuta Mall,0.0,محطة مترو ابن بطوطة,1.0,1.0,Sales,ابن بطوطة مول,1-11-2022-23801,أربع غرف,,Villa,Al Furjan,Expo 2020 Site,4 B/R,Jabal Ali First,فيلا,1,2026-03-26 10:08:27,موقع إكسبو 2020,جبل علي الأولى,Existing Properties,Villa,1534.0,,العقارات القائمة,فيلا,الفرجان
Sell - Pre registration,Palm Beach Towers -1,1 - بالم بيتش تاورز,7394000,Residential,0,102,60.0,195.63,بيع - تسجيل مبدئى,2022-10-19,بالم بيتش تاورز-1,PALM BEACH TOWERS -1,سكني,410,3,Palm Jumeirah,1,37795.84,مبايعات,Marina Mall,0.0,نخلة جميرا,1.0,1.0,Sales,مارينا مول,1-102-2022-32372,ثلاث غرف,,Unit,Palm Jumeirah,Burj Al Arab,3 B/R,Palm Jumeirah,وحدة,1,2026-03-26 10:08:27,برج العرب,نخلة جميرا,Off-Plan Properties,Flat,2406.0,,على الخارطة,شقه سكنيه,نخلة جميرا
Sell - Pre registration,Beachgate by Address,بيتش جيت من العنوان,3053888,Residential,0,102,60.0,73.15,بيع - تسجيل مبدئى,2022-10-24, بيتش جيت من العنوان,Beachgate by Address,سكني,330,3,,1,41748.3,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2022-33089,غرفة,,Unit,Dubai Harbour,,1 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,,مرسى دبي,Off-Plan Properties,Flat,2430.0,,على الخارطة,شقه سكنيه,دبي هاربر
Sell - Pre registration,Seagate,سي جيت مبنى 1,3092888,Residential,0,102,60.0,152.6,بيع - تسجيل مبدئى,2022-10-26,سي جيت,Seagate Building 1,سكني,333,3,Al Ghubaiba Metro Station,1,20267.94,مبايعات,Dubai Mall,0.0,محطة مترو الغبيبة,1.0,1.0,Sales,مول دبي,1-102-2022-33541,ثلاث غرف,,Unit,Mina Rashid,Burj Khalifa,3 B/R,Madinat Dubai Almelaheyah,وحدة,1,2026-03-26 10:08:27,برج خليفة,مدينة دبي الملاحية,Off-Plan Properties,Flat,2163.0,,على الخارطة,شقه سكنيه,ميناء راشد
Sell,I - RISE TOWER,برج آي رايز,160000,Commercial,1,11,42.0,20.25,بيع,2022-10-27,رايز تاور - I,I RISE TOWER,تجاري,443,3,Dubai Internet City,1,7901.23,مبايعات,Mall of the Emirates,0.0,مدينة دبي للإنترنت,2.0,1.0,Sales,مول الإمارات,1-11-2022-26337,مكتب,,Unit,Barsha Heights,Burj Al Arab,Office,Al Thanyah First,وحدة,1,2026-03-26 10:08:27,برج العرب,الثنيه الأولى,Existing Properties,Office,1138.0,,العقارات القائمة,مكتب,مرتفعات برشا
Sell - Pre registration,Azizi Riviera 30,عزيزي ريفيرا 30,567360,Residential,0,102,60.0,34.3,بيع - تسجيل مبدئى,2022-11-02,عزيزي ريفيرا 30,Azizi Riviera 30,سكني,412,3,Buj Khalifa Dubai Mall Metro Station,1,16541.11,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,3.0,1.0,Sales,مول دبي,1-102-2022-35292,استوديو,,Unit,Meydan One Community,Downtown Dubai,Studio,Al Merkadh,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,المركاض,Off-Plan Properties,Flat,2123.0,,على الخارطة,شقه سكنيه,مجمع ميدان ون
Delayed Sell,DAMAC LAGOONS - MALTA (1),,1820000,Residential,1,41,,146.84,بيع مبدئى,2022-11-08,داماك لاجونز - مالتا (1),,سكني,451,1,,0,12394.44,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2022-19363,,,Land,,,,Al Hebiah Fifth,أرض,1,2026-03-26 10:08:27,,الحبيه الخامسة,Existing Properties,,2400.0,,العقارات القائمة,,
Sell,GLOBAL GOLF RESIDENCE 2,GLOBAL GOLF RESIDENCE 2,620000,Residential,1,11,60.0,99.49,بيع,2022-11-10,جلوبال جولف ريزيدنس 2,GLOBAL GOLF RESIDENCE 2,سكني,435,3,Nakheel Metro Station,1,6231.78,مبايعات,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Sales,مارينا مول,1-11-2022-28111,غرفتين,,Unit,Dubai Sports City,Sports City Swimming Academy,2 B/R,Al Hebiah Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الحبيه الرابعة,Existing Properties,Flat,593.0,,العقارات القائمة,شقه سكنيه,مدينة دبي الرياضية
Sell,,,4651800,Commercial,1,11,,1129.9,بيع,2022-11-25,,,تجاري,445,1,,0,4117.0,مبايعات,,0.0,,1.0,1.0,Sales,,1-11-2022-29733,,,Land,Al Furjan,,,Jabal Ali First,أرض,1,2026-03-26 10:08:27,,جبل علي الأولى,Existing Properties,,,,العقارات القائمة,,الفرجان
Lease to Own Registration,V3,في ثري تاور,1350000,Residential,1,110,60.0,201.7,تسجيل إيجارة تنتهى بالتملك,2022-12-05,في 3 ,V3 TOWER,سكني,350,3,Damac Properties,1,6693.11,رهون,Marina Mall,2.0,عقارات داماك,2.0,2.0,Mortgages,مارينا مول,2-110-2022-553,ثلاث غرف,6693.11,Unit,Jumeirah Lakes Towers,Burj Al Arab,3 B/R,Al Thanyah Fifth,وحدة,2,2026-03-26 10:08:27,برج العرب,الثنيه الخامسة,Existing Properties,Flat,1179.0,1350000.0,العقارات القائمة,شقه سكنيه, ابراج بحيرات الجميرا
Sell - Pre registration,ZADA TOWER,زادا تاور,600000,Residential,0,102,60.0,42.39,بيع - تسجيل مبدئى,2022-12-07,زادا تاور,ZADA TOWER,سكني,526,3,Business Bay Metro Station,1,14154.28,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-102-2022-40614,غرفة,,Unit,Business Bay,Downtown Dubai,1 B/R,Business Bay,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,الخليج التجارى,Off-Plan Properties,Flat,2155.0,,على الخارطة,شقه سكنيه,الخليج التجاري
Grant,MARINA PINNACLE,مارينا بينكال,798866,Residential,1,9,60.0,76.92,هبه,2022-12-08,مارينا بيناكل,Marina Pinnacle,سكني,330,3,Mina Seyahi,1,10385.68,هبات,Marina Mall,0.0,مينا السياحي,1.0,1.0,Gifts,مارينا مول,3-9-2022-3522,غرفة,,Unit,Dubai Marina,Burj Al Arab,1 B/R,Marsa Dubai,وحدة,3,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Flat,817.0,,العقارات القائمة,شقه سكنيه,دبي مارينا
Sell - Pre registration,Elan,,2250000,Residential,0,102,4.0,140.42,بيع - تسجيل مبدئى,2022-12-14,إيلان,,سكني,435,4,,0,16023.36,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2022-41753,ثلاث غرف,,Villa,TILAL AL GHAF,,3 B/R,Al Hebiah Fourth,فيلا,1,2026-03-26 10:08:27,,الحبيه الرابعة,Off-Plan Properties,Villa,2205.0,,على الخارطة,فيلا,تلال الغاف
Sell - Pre registration,Sobha Hartland - The Crest,شوبا هارتلاند ? ذا كرست تاور سي,983810,Residential,0,102,60.0,47.58,بيع - تسجيل مبدئى,2022-12-26,شوبا هارتلاند - ذا كرست,Sobha Hartland - The Crest Tower C,سكني,412,3,,1,20676.97,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2022-43690,غرفة,,Unit,SOBHA HARTLAND,,1 B/R,Al Merkadh,وحدة,1,2026-03-26 10:08:27,,المركاض,Off-Plan Properties,Flat,2447.0,,على الخارطة,شقه سكنيه,شوبها هارتلاند
Mortgage Registration,,جي 24,363000,Residential,1,13,60.0,43.67,تسجيل رهن,2022-12-26,,G-24,سكني,441,3,Dubai Internet City,1,8312.34,رهون,Mall of the Emirates,0.0,مدينة دبي للإنترنت,1.0,5.0,Mortgages,مول الإمارات,2-13-2022-20331,استوديو,,Unit,Jumeirah Village Circle,Sports City Swimming Academy,Studio,Al Barsha South Fourth,وحدة,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,قرية جميرا الدائرية
Mortgage Registration,,5 افينيو,623000,Residential,1,13,60.0,130.9,تسجيل رهن,2023-01-05,,5th Avenue,سكني,445,3,Ibn Battuta Metro Station,1,4759.36,رهون,Ibn-e-Battuta Mall,0.0,محطة مترو ابن بطوطة,1.0,2.0,Mortgages,ابن بطوطة مول,2-13-2023-197,غرفتين,,Unit,Al Furjan,Sports City Swimming Academy,2 B/R,Jabal Ali First,وحدة,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,جبل علي الأولى,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,الفرجان
Sell - Pre registration,Fern,فيرن,2646000,Residential,0,102,60.0,110.86,بيع - تسجيل مبدئى,2023-01-06,فيرن ,Fern,سكني,364,3,,1,23867.94,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2023-268,غرفتين,,Unit,City Walk,,2 B/R,Al Wasl,وحدة,1,2026-03-26 10:08:27,,الوصل,Off-Plan Properties,Flat,2481.0,,على الخارطة,شقه سكنيه,ستي ووك
Delayed Sell,DAMAC LAGOONS - MONTE CARLO,,1959000,Residential,1,41,,144.01,بيع مبدئى,2023-01-23,داماك لاجونز- مونتي كارلو,,سكني,451,1,,0,13603.22,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2023-1510,,,Land,,,,Al Hebiah Fifth,أرض,1,2026-03-26 10:08:27,,الحبيه الخامسة,Existing Properties,,2488.0,,العقارات القائمة,,
Sell - Pre registration,Sobha Hartland - The Crest,شوبا هارتلاند ? ذا كرست تاور سي,1527314,Residential,0,102,60.0,74.65,بيع - تسجيل مبدئى,2023-01-24,شوبا هارتلاند - ذا كرست,Sobha Hartland - The Crest Tower C,سكني,412,3,,1,20459.67,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2023-3746,غرفتين,,Unit,SOBHA HARTLAND,,2 B/R,Al Merkadh,وحدة,1,2026-03-26 10:08:27,,المركاض,Off-Plan Properties,Flat,2447.0,,على الخارطة,شقه سكنيه,شوبها هارتلاند
Sell - Pre registration,The Cove ll,ذا كوف 2 المبنى رقم 4,2294888,Residential,0,102,60.0,105.87,بيع - تسجيل مبدئى,2023-01-26,ذا كوف 2,The Cove II Building 4,سكني,447,3,Creek Metro Station,1,21676.47,مبايعات,Dubai Mall,0.0,محطة مترو الخور,2.0,1.0,Sales,مول دبي,1-102-2023-4111,غرفتين,,Unit,Dubai Creek Harbour,Dubai International Airport,2 B/R,Al Khairan First,وحدة,1,2026-03-26 10:08:27,مطار دبي الدولي,الخيران الأولى,Off-Plan Properties,Flat,2450.0,,على الخارطة,شقه سكنيه,خور دبي
Mortgage Registration,,,2625000,Residential,1,13,,1115.06,تسجيل رهن,2023-02-21,,,سكني,504,1,,0,2354.13,رهون,,0.0,,1.0,1.0,Mortgages,,2-13-2023-2692,,,Land,,,,Madinat Hind 3,أرض,2,2026-03-26 10:08:27,,مدينة هند 3,Existing Properties,,,,العقارات القائمة,,
Sell - Pre registration,FORTE,فورته T1,2183888,Residential,0,102,60.0,104.43,بيع - تسجيل مبدئى,2023-02-22,فورتي,Forte T1,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,20912.46,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-102-2023-8508,غرفتين,,Unit,DownTown Dubai,Burj Khalifa,2 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,برج خليفة,برج خليفة,Off-Plan Properties,Flat,1660.0,,على الخارطة,شقه سكنيه,داون تاون دبي
Grant,,ويندسور رزيدنيس,288315,Residential,1,9,60.0,41.61,هبه,2023-03-01,,Windsor Residence,سكني,467,3,,1,6929.0,هبات,,0.0,,1.0,1.0,Gifts,,3-9-2023-1288,استوديو,,Unit,Dubai Land Residence Complex,IMG World Adventures,Studio,Wadi Al Safa 5,وحدة,3,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 5,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,مجمع دبي لاند السكني
Sell - Pre registration,Bluewaters Bay ,بلوواترز با ي - مبنى 1,3389000,Residential,0,102,60.0,85.61,بيع - تسجيل مبدئى,2023-03-16,بلوواترز باي,Bluewaters Bay - Building 1,سكني,330,3,,1,39586.5,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2023-12544,غرفة,,Unit,,,1 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,,مرسى دبي,Off-Plan Properties,Flat,2530.0,,على الخارطة,شقه سكنيه,
Sell - Pre registration,Elvira,إلفيرا 2,1538490,Residential,0,102,60.0,67.0,بيع - تسجيل مبدئى,2023-04-07,الفيرا,Elvira 2,سكني,482,3,,1,22962.54,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2023-17164,غرفة,,Unit,Dubai Hills Estate,,1 B/R,Hadaeq Sheikh Mohammed Bin Rashid,وحدة,1,2026-03-26 10:08:27,,حدائق الشيخ محمد بن راشد,Off-Plan Properties,Flat,2536.0,,على الخارطة,شقه سكنيه, دبي هيلز استيت 
Sell - Pre registration,Grande,جراندي,4450000,Residential,0,102,60.0,133.27,بيع - تسجيل مبدئى,2023-04-10,جراندي,Grande,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,33390.86,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-102-2023-17050,غرفتين,,Unit,DownTown Dubai,Burj Khalifa,2 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,برج خليفة,برج خليفة,Off-Plan Properties,Flat,2053.0,,على الخارطة,شقه سكنيه,داون تاون دبي
Portfolio Mortgage Registration,VIDA RESIDENCE DOWNTOWN DUBAI,,3955000,Commercial,1,43,,127.42,تسجيل رهن محافظ,2023-04-28,فيدا رزيدنس وسط مدينة دبي,,تجاري,390,1,Business Bay Metro Station,0,31039.08,رهون,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,2.0,Mortgages,مول دبي,2-43-2023-62,,,Land,DownTown Dubai,Downtown Dubai,,Burj Khalifa,أرض,2,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,,1404.0,,العقارات القائمة,,داون تاون دبي
Sell - Pre registration,Azizi Riviera 17,عزيزي ريفييرا 17	,608453,Residential,0,102,60.0,38.85,بيع - تسجيل مبدئى,2023-05-10,عزيزي ريفييرا 17,Azizi Riviera 17,سكني,412,3,Buj Khalifa Dubai Mall Metro Station,1,15661.6,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-102-2023-21741,استوديو,,Unit,Meydan One Community,Downtown Dubai,Studio,Al Merkadh,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,المركاض,Off-Plan Properties,Flat,2046.0,,على الخارطة,شقه سكنيه,مجمع ميدان ون
Sell,BURJ VISTA,برج فيستا تاور 1,4250000,Residential,1,11,60.0,153.3,بيع,2023-05-31,برج برج,BURJ VISTA Tower 1,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,27723.42,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-11-2023-16828,غرفتين,,Unit,DownTown Dubai,Burj Khalifa,2 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,برج خليفة,برج خليفة,Existing Properties,Flat,1340.0,,العقارات القائمة,شقه سكنيه,داون تاون دبي
